,shape,price,carat,cut,color,clarity,report,type
64807,9,1500,1.04,2,6,3,3,0
64808,6,1500,1.02,2,4,2,3,0
64809,6,1500,1.0,3,5,4,3,0
64810,6,1500,1.0,2,5,5,3,0
64811,4,1500,0.8,2,1,4,0,0
64812,5,1500,0.9,4,1,2,3,0
64813,5,1500,1.11,2,5,5,3,0
64814,7,1500,1.09,2,5,5,0,0
64815,5,1500,0.77,4,0,7,3,0
64816,6,1500,0.96,3,4,4,3,0
64817,9,1500,1.02,3,1,3,3,0
64818,1,1500,0.92,2,2,5,3,0
64819,6,1500,1.0,2,5,4,3,0
64820,9,1500,1.22,3,6,2,3,0
64821,5,1500,1.0,2,5,5,3,0
64822,9,1500,0.73,3,0,5,3,0
64823,9,1500,1.1,2,5,2,3,0
64824,5,1500,0.99,4,5,4,0,0
64825,6,1500,0.9,2,3,4,3,0
64826,2,1500,0.9,2,1,5,3,0
64827,9,1500,0.94,2,5,4,3,0
64828,3,1500,1.11,2,5,5,3,0
64829,5,1500,1.05,2,6,4,3,0
64830,1,1500,0.93,2,4,5,3,0
64831,9,1500,1.2,3,6,3,3,0
64832,9,1500,0.96,2,1,3,3,0
64833,7,1500,0.93,3,4,2,3,0
64834,4,1500,1.01,2,5,2,3,0
64835,5,1500,0.72,4,0,6,3,0
64836,1,1500,1.02,4,1,3,3,0
64837,9,1500,1.09,3,5,2,3,0
64838,2,1500,1.02,4,1,3,3,0
64839,9,1500,1.05,3,6,7,3,0
64840,6,1500,0.83,2,2,6,3,0
64841,9,1500,1.08,2,5,2,3,0
64842,2,1500,1.03,3,1,3,3,0
64843,9,1500,1.0,2,4,2,3,0
64844,2,1500,1.02,2,4,2,3,0
64845,2,1500,0.92,2,2,5,3,0
64846,6,1500,0.94,4,3,2,3,0
64847,9,1500,1.05,3,5,2,3,0
64848,9,1500,1.01,2,4,3,0,0
64849,5,1500,1.0,3,5,5,3,0
64850,5,1500,0.81,4,0,4,3,0
64851,0,1500,1.02,4,1,3,3,0
64852,9,1500,1.06,3,6,7,3,0
64853,8,1500,0.72,2,0,6,3,0
64854,6,1500,0.9,4,2,4,0,0
64855,5,1510,0.91,2,1,2,0,0
64856,9,1510,0.92,3,1,3,3,0
64857,9,1510,1.02,2,4,3,0,0
64858,5,1510,1.0,4,4,2,3,0
64859,9,1510,1.08,3,5,2,3,0
64860,2,1510,0.74,4,1,4,3,0
64861,9,1510,0.94,3,3,3,3,0
64862,5,1510,0.87,4,1,7,3,0
64863,2,1510,0.91,4,1,5,3,0
64864,2,1510,0.91,2,1,5,3,0
64865,5,1510,0.91,4,1,2,3,0
64866,9,1510,1.0,4,5,5,3,0
64867,2,1510,0.78,4,0,7,3,0
64868,9,1510,1.06,2,6,7,3,0
64869,9,1510,1.1,2,6,4,3,0
64870,9,1510,1.11,2,6,4,3,0
64871,6,1510,1.01,3,5,4,3,0
64872,6,1510,0.8,2,1,6,3,0
64873,9,1510,1.09,2,5,2,3,0
64874,2,1510,0.91,4,1,2,0,0
64875,5,1510,0.91,2,1,2,3,0
64876,6,1510,0.91,2,1,2,3,0
64877,9,1510,1.03,2,5,2,0,0
64878,5,1510,1.01,3,5,5,3,0
64879,5,1510,0.91,3,1,2,3,0
64880,2,1510,0.9,2,0,2,3,0
64881,2,1510,0.96,2,4,4,3,0
64882,2,1510,0.91,3,1,5,3,0
64883,1,1510,0.91,2,1,5,3,0
64884,9,1510,1.21,2,4,3,3,0
64885,9,1510,1.11,3,5,2,3,0
64886,9,1510,1.11,2,5,2,3,0
64887,9,1510,0.9,4,4,7,3,0
64888,1,1510,0.91,2,2,4,3,0
64889,1,1510,0.91,4,2,4,3,0
64890,9,1510,1.1,3,6,4,3,0
64891,5,1510,1.01,1,5,4,0,0
64892,7,1510,1.12,4,5,5,0,0
64893,9,1510,1.06,3,6,7,3,0
64894,5,1510,0.93,3,2,5,3,0
64895,5,1510,0.9,3,1,5,3,0
64896,2,1510,1.03,3,4,2,3,0
64897,6,1510,1.0,2,5,4,3,0
64898,6,1510,0.8,4,1,6,3,0
64899,9,1510,0.9,2,4,5,3,0
64900,9,1510,0.91,2,4,4,3,0
64901,5,1510,1.11,4,5,3,3,0
64902,9,1510,1.05,3,6,7,0,0
64903,9,1510,1.0,3,5,5,3,0
64904,9,1510,1.0,1,5,5,3,0
64905,9,1510,1.14,2,6,5,3,0
64906,6,1510,1.19,2,5,2,3,0
64907,2,1510,1.01,2,5,4,2,0
64908,1,1510,0.95,2,2,2,3,0
64909,1,1510,0.91,2,1,2,3,0
64910,6,1510,1.1,3,5,5,3,0
64911,9,1510,1.03,3,1,3,3,0
64912,5,1510,1.01,2,5,5,3,0
64913,9,1510,1.16,2,6,2,0,0
64914,9,1510,1.1,2,6,2,3,0
64915,7,1510,0.76,3,3,4,3,0
64916,2,1510,0.83,2,0,4,3,0
64917,9,1510,1.2,2,4,3,3,0
64918,9,1510,1.08,3,6,7,2,0
64919,6,1510,0.91,2,3,5,0,0
64920,6,1510,0.81,4,1,6,3,0
64921,1,1510,0.88,4,1,4,3,0
64922,4,1510,0.71,2,0,6,0,0
64923,9,1510,1.09,2,2,3,3,0
64924,6,1510,1.01,2,5,4,3,0
64925,2,1510,1.0,2,5,4,3,0
64926,9,1510,0.97,4,1,3,3,0
64927,9,1510,1.06,3,5,2,3,0
64928,2,1510,0.94,2,4,7,3,0
64929,4,1510,1.17,3,6,2,3,0
64930,8,1510,0.9,4,1,5,3,0
64931,6,1510,1.03,2,4,2,3,0
64932,9,1510,1.1,3,5,2,3,0
64933,7,1510,0.88,2,2,4,3,0
64934,3,1520,0.97,1,4,2,3,0
64935,3,1520,0.92,4,1,2,0,0
64936,2,1520,0.92,2,2,5,3,0
64937,7,1520,0.91,3,4,4,3,0
64938,9,1520,1.07,3,5,2,3,0
64939,9,1520,1.07,2,5,2,3,0
64940,5,1520,0.74,2,2,5,3,0
64941,6,1520,1.0,4,4,2,3,0
64942,5,1520,1.06,2,5,2,3,0
64943,9,1520,1.0,3,3,3,3,0
64944,9,1520,1.0,4,3,3,3,0
64945,1,1520,1.08,1,2,3,3,0
64946,1,1520,1.08,4,2,3,3,0
64947,7,1520,0.91,3,4,5,3,0
64948,7,1520,0.91,2,4,5,3,0
64949,9,1520,1.12,3,5,2,3,0
64950,9,1520,1.12,2,5,2,3,0
64951,6,1520,0.9,4,0,2,3,0
64952,6,1520,0.82,2,0,4,3,0
64953,9,1520,1.11,3,6,4,3,0
64954,2,1520,0.92,2,0,2,3,0
64955,9,1520,1.2,3,4,3,3,0
64956,2,1520,0.9,3,1,5,3,0
64957,2,1520,1.02,4,5,4,3,0
64958,9,1520,0.75,2,0,4,3,0
64959,2,1520,0.93,2,2,5,0,0
64960,6,1520,0.98,4,4,4,3,0
64961,9,1520,0.9,2,1,2,3,0
64962,9,1520,1.2,2,5,3,3,0
64963,5,1520,1.02,2,5,5,3,0
64964,9,1520,0.76,2,5,2,3,0
64965,2,1520,0.91,2,0,2,3,0
64966,9,1520,0.7,2,0,7,3,0
64967,5,1520,0.9,2,4,6,3,0
64968,9,1520,1.11,2,6,4,3,0
64969,5,1520,0.9,4,4,6,3,0
64970,6,1520,0.9,1,1,5,3,0
64971,9,1520,1.06,2,6,3,3,0
64972,9,1520,0.7,4,0,7,3,0
64973,9,1520,0.7,3,0,7,3,0
64974,5,1520,0.92,2,1,2,3,0
64975,9,1520,0.96,2,5,4,0,0
64976,9,1520,0.86,3,3,6,3,0
64977,4,1520,1.03,2,5,2,3,0
64978,2,1520,1.07,3,5,5,3,0
64979,9,1520,0.81,2,3,6,3,0
64980,9,1520,1.0,2,4,2,3,0
64981,9,1520,1.07,3,6,7,3,0
64982,9,1520,1.01,2,4,2,2,0
64983,2,1520,0.91,2,1,5,3,0
64984,9,1520,1.1,2,5,2,3,0
64985,5,1520,0.94,3,1,2,3,0
64986,9,1520,1.03,3,1,3,3,0
64987,9,1520,1.06,3,6,3,3,0
64988,9,1520,0.95,2,5,7,3,0
64989,8,1520,0.96,1,4,7,3,0
64990,2,1520,1.01,4,5,4,3,0
64991,4,1520,1.0,2,5,4,3,0
64992,9,1520,1.04,3,5,2,0,0
64993,9,1520,1.23,4,5,3,0,0
64994,9,1520,1.21,2,6,3,0,0
64995,9,1520,1.09,3,6,7,2,0
64996,9,1520,1.01,4,5,5,3,0
64997,5,1520,0.92,2,3,4,0,0
64998,9,1520,1.0,3,4,2,3,0
64999,9,1520,1.15,2,6,5,3,0
65000,9,1520,1.0,4,4,2,3,0
65001,7,1520,0.87,3,3,6,3,0
65002,8,1520,0.93,4,2,5,0,0
65003,5,1520,1.0,3,5,4,3,0
65004,2,1520,0.97,2,4,7,3,0
65005,9,1520,0.92,3,4,4,3,0
65006,1,1520,0.92,4,1,2,3,0
65007,1,1520,0.92,2,1,2,0,0
65008,9,1520,0.9,3,1,2,3,0
65009,9,1520,0.98,4,1,3,3,0
65010,7,1520,0.91,2,4,4,3,0
65011,9,1520,1.24,3,6,2,3,0
65012,9,1520,1.05,2,4,3,3,0
65013,9,1520,1.11,2,6,2,3,0
65014,6,1520,1.0,4,5,4,3,0
65015,9,1520,1.13,2,6,4,3,0
65016,6,1520,0.97,4,3,5,0,0
65017,9,1520,1.15,3,6,5,3,0
65018,5,1520,0.9,2,1,5,3,0
65019,9,1520,1.31,3,6,3,3,0
65020,2,1520,1.01,3,5,4,3,0
65021,9,1520,1.3,4,6,3,3,0
65022,9,1530,0.93,3,1,3,3,0
65023,6,1530,0.83,2,0,5,0,0
65024,9,1530,1.04,2,1,3,3,0
65025,9,1530,1.01,4,6,7,3,0
65026,5,1530,0.9,4,0,2,3,0
65027,1,1530,0.91,1,1,5,3,0
65028,5,1530,1.02,2,5,4,3,0
65029,9,1530,1.01,2,4,2,3,0
65030,9,1530,1.07,2,6,7,3,0
65031,6,1530,0.9,2,3,2,3,0
65032,2,1530,1.0,2,4,5,3,0
65033,2,1530,0.93,2,2,5,3,0
65034,9,1530,1.21,2,6,2,0,0
65035,4,1530,1.02,3,5,5,3,0
65036,9,1530,1.01,3,5,2,3,0
65037,8,1530,0.91,4,1,5,3,0
65038,9,1530,1.07,3,6,7,3,0
65039,4,1530,0.72,2,0,6,0,0
65040,6,1530,1.05,3,4,2,3,0
65041,9,1530,1.12,3,6,4,3,0
65042,2,1530,0.96,2,2,5,3,0
65043,9,1530,0.96,2,5,4,3,0
65044,1,1530,0.96,4,1,2,3,0
65045,9,1530,0.82,2,0,5,3,0
65046,8,1530,0.9,2,1,5,3,0
65047,5,1530,0.9,4,1,5,0,0
65048,7,1530,1.01,2,5,4,3,0
65049,4,1530,0.9,4,5,2,3,0
65050,8,1530,0.9,1,3,4,3,0
65051,9,1530,1.21,2,6,2,3,0
65052,9,1530,1.08,3,5,2,3,0
65053,9,1530,0.99,4,1,3,3,0
65054,7,1530,0.87,2,2,7,3,0
65055,9,1530,1.21,2,4,3,3,0
65056,5,1530,1.02,3,5,4,3,0
65057,1,1530,0.91,4,1,5,3,0
65058,9,1530,1.16,3,6,5,3,0
65059,9,1530,1.2,3,4,3,3,0
65060,9,1530,0.82,4,0,5,3,0
65061,5,1530,1.01,2,5,4,3,0
65062,9,1530,1.3,3,6,3,3,0
65063,6,1530,1.04,2,4,2,3,0
65064,5,1530,1.01,2,4,2,3,0
65065,1,1530,0.9,4,0,2,3,0
65066,9,1530,1.22,2,6,3,0,0
65067,5,1530,1.0,2,5,7,3,0
65068,5,1530,0.94,2,2,5,3,0
65069,2,1530,1.01,4,5,4,0,0
65070,2,1530,1.0,4,5,7,3,0
65071,9,1530,0.8,3,2,7,3,0
65072,6,1530,1.01,2,5,4,3,0
65073,6,1530,1.02,2,5,4,3,0
65074,9,1530,1.12,3,5,2,3,0
65075,7,1530,0.88,2,1,5,3,0
65076,5,1530,1.02,3,5,2,3,0
65077,9,1530,0.93,2,0,3,3,0
65078,2,1530,0.93,2,1,2,0,0
65079,9,1530,1.08,2,5,2,3,0
65080,5,1530,1.0,3,5,4,3,0
65081,6,1530,0.92,2,2,5,3,0
65082,6,1530,1.01,3,4,2,3,0
65083,5,1530,1.02,3,5,5,3,0
65084,9,1530,0.82,3,0,5,3,0
65085,5,1530,1.01,3,5,4,3,0
65086,5,1530,1.04,4,2,3,3,0
65087,1,1530,0.9,2,1,5,3,0
65088,9,1530,1.02,3,4,2,3,0
65089,9,1530,0.7,2,0,7,3,0
65090,5,1530,1.03,2,5,5,2,0
65091,9,1540,1.0,2,5,2,3,0
65092,8,1540,0.9,2,3,5,3,0
65093,4,1540,1.11,2,5,5,3,0
65094,5,1540,0.78,3,4,4,3,0
65095,5,1540,1.03,2,5,5,3,0
65096,9,1540,1.01,2,3,3,3,0
65097,5,1540,1.03,2,5,4,3,0
65098,5,1540,1.03,3,5,4,3,0
65099,9,1540,1.15,3,3,3,3,0
65100,9,1540,1.16,3,6,5,3,0
65101,9,1540,0.71,3,0,7,3,0
65102,9,1540,1.0,2,5,5,3,0
65103,9,1540,1.08,2,6,7,3,0
65104,9,1540,1.0,4,5,5,0,0
65105,6,1540,1.06,2,4,2,3,0
65106,9,1540,1.07,3,6,3,3,0
65107,8,1540,0.97,1,4,4,3,0
65108,5,1540,1.02,4,5,4,3,0
65109,2,1540,0.91,2,1,5,3,0
65110,9,1540,1.17,2,6,5,3,0
65111,2,1540,1.02,3,5,4,3,0
65112,1,1540,0.91,3,0,2,3,0
65113,9,1540,1.09,2,5,2,3,0
65114,5,1540,1.0,2,4,2,3,0
65115,9,1540,1.22,3,6,2,3,0
65116,9,1540,0.87,2,3,6,3,0
65117,7,1540,0.86,2,3,6,3,0
65118,9,1540,0.82,3,3,6,3,0
65119,2,1540,0.81,4,1,6,3,0
65120,9,1540,1.08,3,6,7,3,0
65121,9,1540,1.0,4,5,5,3,0
65122,9,1540,0.76,2,0,4,3,0
65123,5,1540,0.91,4,1,5,0,0
65124,8,1540,0.91,4,1,5,0,0
65125,6,1540,1.02,4,5,4,3,0
65126,6,1540,1.05,2,4,2,3,0
65127,8,1540,0.91,4,2,4,3,0
65128,2,1540,0.75,4,1,7,3,0
65129,9,1540,1.01,3,3,3,3,0
65130,9,1540,1.13,1,5,3,3,0
65131,9,1540,1.01,2,4,2,3,0
65132,9,1540,1.23,2,6,3,0,0
65133,9,1540,1.21,2,4,3,3,0
65134,9,1540,1.0,3,5,5,3,0
65135,9,1540,0.9,2,4,7,3,0
65136,6,1540,1.0,4,4,5,3,0
65137,2,1540,0.91,4,0,2,0,0
65138,8,1540,0.96,4,4,5,3,0
65139,3,1540,0.96,2,4,4,3,0
65140,9,1540,1.09,3,5,2,3,0
65141,2,1540,0.94,2,3,4,3,0
65142,9,1540,1.09,2,5,2,0,0
65143,2,1540,0.72,4,1,6,3,0
65144,6,1540,1.12,2,5,5,3,0
65145,9,1540,1.22,2,5,3,3,0
65146,5,1540,0.91,4,0,2,3,0
65147,6,1540,1.04,2,6,5,3,0
65148,9,1540,0.71,2,0,7,3,0
65149,9,1540,1.13,2,5,2,3,0
65150,6,1540,0.87,3,0,5,3,0
65151,2,1540,0.9,2,4,6,3,0
65152,9,1540,1.12,2,6,4,3,0
65153,9,1540,1.02,2,3,3,3,0
65154,1,1540,0.91,3,3,2,3,0
65155,9,1540,1.25,4,6,2,0,0
65156,1,1540,1.05,1,1,3,3,0
65157,9,1540,1.02,2,6,7,3,0
65158,7,1540,0.92,2,4,4,3,0
65159,9,1540,1.13,3,5,2,3,0
65160,9,1540,1.14,2,6,4,3,0
65161,5,1540,0.93,2,3,4,3,0
65162,8,1540,0.82,2,0,4,3,0
65163,9,1540,1.0,2,5,5,0,0
65164,1,1540,0.9,1,4,6,3,0
65165,5,1540,0.91,4,1,5,3,0
65166,2,1540,0.91,2,0,2,0,0
65167,2,1540,0.94,2,2,5,0,0
65168,6,1550,1.0,2,5,4,3,0
65169,5,1550,0.94,2,1,2,3,0
65170,9,1550,0.99,2,4,2,3,0
65171,7,1550,0.97,3,5,7,3,0
65172,9,1550,1.03,2,5,2,3,0
65173,9,1550,1.07,2,5,3,3,0
65174,9,1550,0.54,4,0,7,3,0
65175,9,1550,1.12,3,6,4,3,0
65176,9,1550,1.0,2,5,4,3,0
65177,9,1550,1.0,4,5,4,3,0
65178,9,1550,1.0,1,5,4,3,0
65179,5,1550,1.08,2,5,5,3,0
65180,1,1550,1.06,4,4,2,3,0
65181,9,1550,1.17,3,6,5,3,0
65182,9,1550,1.0,2,3,3,3,0
65183,6,1550,1.11,2,6,6,3,0
65184,6,1550,0.91,4,1,5,0,0
65185,1,1550,0.94,2,1,2,3,0
65186,9,1550,0.88,3,3,6,3,0
65187,9,1550,0.9,2,6,2,3,0
65188,5,1550,1.09,2,5,2,3,0
65189,2,1550,1.06,4,1,3,3,0
65190,9,1550,1.09,2,6,7,3,0
65191,9,1550,1.01,2,5,5,0,0
65192,9,1550,1.17,2,6,5,3,0
65193,9,1550,1.01,2,5,5,3,0
65194,1,1550,0.84,4,0,5,0,0
65195,9,1550,1.22,3,4,3,3,0
65196,9,1550,1.13,3,6,4,3,0
65197,9,1550,1.01,3,5,5,3,0
65198,9,1550,0.82,4,1,7,3,0
65199,7,1550,0.93,3,4,4,3,0
65200,5,1550,1.04,2,5,5,3,0
65201,4,1550,1.01,2,5,2,3,0
65202,9,1550,1.12,2,5,2,3,0
65203,5,1550,1.0,2,5,4,3,0
65204,9,1550,0.91,2,1,2,3,0
65205,9,1550,1.02,2,4,2,3,0
65206,9,1550,1.19,2,6,5,3,0
65207,9,1550,0.9,4,5,6,3,0
65208,9,1550,0.97,2,5,4,3,0
65209,6,1550,1.05,2,4,2,3,0
65210,6,1550,1.06,2,4,2,3,0
65211,2,1550,1.0,2,4,5,3,0
65212,2,1550,1.0,2,5,7,3,0
65213,6,1550,0.93,2,2,4,0,0
65214,6,1550,0.93,2,2,4,3,0
65215,1,1550,0.9,4,1,2,3,0
65216,2,1550,0.94,2,1,2,0,0
65217,9,1550,1.12,4,6,3,3,0
65218,6,1550,1.02,2,4,2,3,0
65219,6,1550,1.13,4,5,5,3,0
65220,9,1550,1.19,2,6,2,3,0
65221,5,1550,0.92,2,1,5,3,0
65222,6,1550,0.71,2,2,7,3,0
65223,9,1550,1.24,2,6,3,0,0
65224,9,1550,1.01,4,5,5,0,0
65225,9,1550,1.08,2,6,3,3,0
65226,9,1550,0.82,2,1,7,3,0
65227,5,1550,1.03,2,4,3,3,0
65228,1,1550,0.92,4,1,5,3,0
65229,5,1550,1.01,2,5,7,3,0
65230,6,1550,0.94,1,2,5,3,0
65231,9,1550,1.13,2,6,4,3,0
65232,5,1550,1.05,3,4,2,3,0
65233,9,1550,0.9,2,4,5,3,0
65234,1,1560,0.92,2,3,4,3,0
65235,8,1560,0.98,2,4,7,3,0
65236,2,1560,0.95,2,1,2,0,0
65237,6,1560,1.03,2,4,2,3,0
65238,9,1560,1.13,2,2,3,3,0
65239,5,1560,1.01,2,5,4,3,0
65240,2,1560,0.9,2,1,4,3,0
65241,6,1560,1.06,2,6,5,0,0
65242,9,1560,1.2,4,6,5,3,0
65243,9,1560,1.03,2,4,2,3,0
65244,9,1560,1.2,3,6,5,2,0
65245,9,1560,1.0,2,5,3,3,0
65246,6,1560,0.89,1,0,5,3,0
65247,2,1560,0.92,2,0,2,0,0
65248,2,1560,0.92,2,1,5,0,0
65249,9,1560,1.18,3,6,5,3,0
65250,9,1560,1.18,2,6,5,3,0
65251,2,1560,1.0,2,4,5,3,0
65252,8,1560,0.95,1,1,2,3,0
65253,8,1560,0.93,2,3,2,3,0
65254,9,1560,1.01,3,2,3,3,0
65255,1,1560,1.01,4,6,5,0,0
65256,9,1560,1.1,3,5,2,3,0
65257,9,1560,1.15,2,5,3,3,0
65258,9,1560,0.77,3,0,4,3,0
65259,9,1560,1.1,3,6,7,3,0
65260,6,1560,0.93,4,2,5,0,0
65261,9,1560,1.14,3,6,4,3,0
65262,9,1560,1.1,2,6,7,3,0
65263,9,1560,1.09,2,6,7,3,0
65264,9,1560,1.02,3,5,5,3,0
65265,9,1560,0.91,3,2,2,3,0
65266,6,1560,1.01,2,4,5,3,0
65267,7,1560,0.93,2,5,6,3,0
65268,3,1560,0.9,4,4,5,0,0
65269,9,1560,0.91,2,2,3,3,0
65270,9,1560,1.05,2,2,3,3,0
65271,5,1560,1.02,4,5,7,3,0
65272,1,1560,0.93,4,1,5,3,0
65273,9,1560,1.01,2,5,5,0,0
65274,9,1560,1.09,3,6,7,3,0
65275,9,1560,0.77,2,0,4,3,0
65276,9,1560,0.72,2,0,7,3,0
65277,5,1560,0.92,4,1,5,0,0
65278,2,1560,0.92,4,1,5,0,0
65279,6,1560,1.0,2,4,5,3,0
65280,5,1560,1.03,4,5,4,3,0
65281,9,1560,1.0,4,6,2,3,0
65282,9,1560,1.14,3,5,2,3,0
65283,5,1560,0.92,2,1,5,3,0
65284,5,1560,1.01,3,5,4,3,0
65285,2,1560,0.95,4,1,2,0,0
65286,9,1560,1.1,2,5,2,3,0
65287,7,1560,1.01,2,6,7,3,0
65288,7,1560,1.06,2,6,5,3,0
65289,5,1560,1.04,3,5,4,3,0
65290,9,1560,1.15,2,5,2,3,0
65291,3,1560,1.01,2,5,7,3,0
65292,9,1560,1.0,1,5,4,0,0
65293,9,1560,1.02,2,5,5,3,0
65294,5,1560,1.03,2,5,4,3,0
65295,9,1560,1.19,3,6,5,3,0
65296,9,1560,1.0,4,5,3,3,0
65297,8,1560,1.13,4,6,6,3,0
65298,9,1560,1.14,2,6,4,3,0
65299,6,1560,1.01,2,5,7,3,0
65300,6,1560,0.98,2,4,4,3,0
65301,9,1560,1.08,3,5,3,3,0
65302,9,1560,1.25,3,6,3,0,0
65303,9,1560,1.2,2,6,5,3,0
65304,9,1560,1.23,2,4,3,3,0
65305,5,1560,1.04,2,5,4,3,0
65306,9,1560,1.34,3,6,3,3,0
65307,9,1560,1.0,2,6,2,3,0
65308,9,1570,1.11,2,5,2,3,0
65309,9,1570,1.08,2,5,2,0,0
65310,9,1570,0.92,2,6,2,3,0
65311,9,1570,0.9,2,2,2,3,0
65312,1,1570,1.07,4,6,5,0,0
65313,9,1570,1.01,2,5,4,3,0
65314,5,1570,1.05,2,5,4,3,0
65315,9,1570,1.11,2,6,7,3,0
65316,9,1570,1.01,4,5,4,3,0
65317,6,1570,1.0,2,5,7,3,0
65318,9,1570,0.83,2,4,7,3,0
65319,9,1570,1.02,3,5,5,3,0
65320,9,1570,1.1,2,6,7,3,0
65321,9,1570,1.1,3,6,7,3,0
65322,9,1570,1.01,2,6,2,3,0
65323,9,1570,1.01,3,5,3,3,0
65324,2,1570,0.92,2,1,4,3,0
65325,9,1570,1.0,2,5,4,3,0
65326,6,1570,1.01,2,4,5,3,0
65327,6,1570,1.04,2,5,4,3,0
65328,7,1570,0.88,2,1,4,3,0
65329,9,1570,0.96,4,0,3,3,0
65330,5,1570,1.0,2,4,2,3,0
65331,4,1570,1.0,2,5,4,3,0
65332,9,1570,1.01,3,5,2,3,0
65333,1,1570,1.07,1,1,3,3,0
65334,1,1570,1.17,1,5,2,3,0
65335,4,1570,1.07,3,6,5,3,0
65336,5,1570,1.0,2,5,7,0,0
65337,6,1570,0.9,4,1,5,0,0
65338,9,1570,1.02,2,5,5,3,0
65339,9,1570,0.92,2,3,2,3,0
65340,5,1570,1.03,2,5,4,3,0
65341,9,1570,0.78,3,2,6,3,0
65342,5,1570,0.9,4,1,2,3,0
65343,6,1570,1.0,2,3,3,3,0
65344,2,1570,1.15,2,5,5,3,0
65345,5,1570,1.06,3,5,5,3,0
65346,7,1570,1.2,3,5,2,3,0
65347,5,1570,1.16,4,5,5,3,0
65348,9,1570,0.86,2,2,4,3,0
65349,9,1570,1.19,2,6,5,3,0
65350,9,1570,1.1,3,6,3,3,0
65351,9,1570,1.0,4,5,4,3,0
65352,9,1570,1.15,3,6,4,3,0
65353,9,1570,1.19,2,6,5,0,0
65354,6,1570,0.9,2,2,4,3,0
65355,9,1570,0.84,4,1,7,3,0
65356,9,1570,1.11,3,5,2,3,0
65357,9,1570,1.0,2,0,3,3,0
65358,4,1570,1.07,2,6,5,0,0
65359,9,1570,1.21,2,6,5,2,0
65360,9,1570,1.14,3,6,4,3,0
65361,9,1570,1.21,3,6,5,3,0
65362,6,1570,0.8,3,0,7,3,0
65363,9,1570,1.02,3,5,5,0,0
65364,1,1570,0.9,2,3,7,3,0
65365,9,1570,1.01,2,5,3,3,0
65366,5,1570,1.04,2,5,4,3,0
65367,9,1570,1.0,3,5,4,3,0
65368,9,1570,1.15,2,6,4,3,0
65369,9,1570,1.19,3,6,5,3,0
65370,5,1570,0.9,2,2,5,0,0
65371,9,1570,1.18,2,6,5,3,0
65372,3,1570,1.0,4,2,3,3,0
65373,8,1570,0.91,4,2,4,3,0
65374,7,1570,0.94,2,5,6,3,0
65375,5,1570,1.01,3,5,4,3,0
65376,5,1570,1.0,3,4,2,3,0
65377,4,1570,1.02,3,5,5,3,0
65378,4,1570,1.07,4,6,5,0,0
65379,9,1570,1.21,3,6,5,2,0
65380,9,1570,1.0,2,6,6,2,0
65381,9,1570,1.01,1,5,4,3,0
65382,9,1570,1.04,2,3,3,3,0
65383,9,1570,1.02,2,5,5,0,0
65384,9,1570,1.24,3,4,3,3,0
65385,9,1570,0.91,2,4,7,3,0
65386,5,1570,0.84,4,1,6,3,0
65387,9,1570,0.91,3,4,7,3,0
65388,6,1570,0.9,2,1,5,3,0
65389,9,1580,1.12,2,5,2,3,0
65390,5,1580,1.0,2,2,3,3,0
65391,9,1580,0.9,2,5,3,3,0
65392,2,1580,0.91,2,1,4,3,0
65393,9,1580,1.07,2,1,3,3,0
65394,9,1580,1.16,2,5,2,3,0
65395,9,1580,1.02,2,5,4,3,0
65396,9,1580,1.17,2,6,4,3,0
65397,2,1580,1.05,2,5,4,3,0
65398,9,1580,0.87,3,2,4,3,0
65399,9,1580,1.11,2,6,7,3,0
65400,9,1580,1.14,2,5,2,3,0
65401,9,1580,1.0,4,5,4,0,0
65402,9,1580,1.19,2,6,5,3,0
65403,2,1580,0.93,4,0,2,0,0
65404,8,1580,1.02,3,4,5,3,0
65405,6,1580,1.03,2,5,7,3,0
65406,7,1580,0.9,2,2,4,3,0
65407,4,1580,1.03,2,5,5,3,0
65408,4,1580,1.2,2,5,3,3,0
65409,5,1580,1.0,2,4,2,3,0
65410,9,1580,1.04,2,3,3,3,0
65411,2,1580,0.91,4,1,4,3,0
65412,2,1580,0.91,3,1,4,3,0
65413,9,1580,0.72,2,0,4,3,0
65414,2,1580,0.94,1,0,2,3,0
65415,9,1580,1.02,4,5,4,3,0
65416,5,1580,1.03,2,5,7,3,0
65417,9,1580,1.0,2,5,4,3,0
65418,6,1580,1.02,2,4,5,3,0
65419,5,1580,1.17,3,5,5,3,0
65420,9,1580,1.17,4,6,3,3,0
65421,9,1580,1.11,3,6,7,3,0
65422,9,1580,0.73,2,0,7,3,0
65423,9,1580,0.73,2,1,6,3,0
65424,9,1580,1.2,2,6,5,0,0
65425,9,1580,1.15,2,6,4,3,0
65426,9,1580,1.2,4,6,5,0,0
65427,5,1580,1.04,3,5,4,3,0
65428,2,1580,0.9,3,1,4,3,0
65429,6,1580,0.9,4,4,2,3,0
65430,3,1580,0.93,2,3,5,3,0
65431,9,1580,0.9,2,3,5,3,0
65432,7,1580,0.9,4,2,3,0,0
65433,5,1580,1.2,4,6,5,3,0
65434,4,1580,1.01,2,4,2,3,0
65435,2,1580,1.08,4,1,3,3,0
65436,9,1580,1.22,2,6,2,3,0
65437,1,1580,1.08,4,1,3,3,0
65438,9,1580,1.04,2,4,2,3,0
65439,9,1580,1.13,2,6,7,3,0
65440,9,1580,1.03,4,5,5,0,0
65441,8,1580,0.9,4,1,4,3,0
